avg_reliability,min_reliability,on_time_rate,farm_count,quantity_buffer,avg_distance_km,max_distance_km,harvest_buffer_days,price_headroom,prior_buyer_share,fulfilled
0.908,0.8724,0.9225,4,0.1073,229.6,302.4,0.93,0.0297,0.2062,0
0.9721,0.9721,0.9522,1,0.0458,261.7,261.7,1.67,0.2933,0.8774,1
0.8692,0.6295,0.866,5,0.0012,132.4,189.5,1.56,-0.0713,0.2771,0
0.7992,0.5099,0.8063,3,0.296,68.0,236.4,4.12,0.0948,0.2877,0
0.9271,0.8921,0.8543,4,0.0295,176.1,275.6,2.7,0.0993,0.3271,1
0.898,0.874,0.8743,4,0.1769,148.6,208.8,8.0,0.0929,0.4171,1
0.8026,0.6457,0.6466,4,0.0296,122.2,291.8,2.96,0.1077,0.2933,0
0.8403,0.7641,0.8376,3,0.1864,130.6,304.3,2.2,0.1505,0.0417,0
0.8392,0.7076,0.738,5,0.0594,216.1,391.2,0.5,0.0622,0.2636,0
0.7934,0.636,0.7605,4,0.0139,99.4,190.7,3.52,0.2282,0.2278,0
0.8977,0.8719,0.8906,4,0.0247,180.3,202.6,3.55,0.1508,0.18,0
0.8604,0.6653,0.8266,4,0.115,303.3,422.6,1.67,0.2768,0.5067,0
0.8228,0.7644,0.8092,5,0.1119,84.8,123.5,1.09,0.1423,0.0068,0
0.8444,0.6858,0.8652,5,0.0307,19.3,159.7,2.5,0.378,0.2947,0
0.723,0.7002,0.8096,2,0.1017,31.9,93.0,2.68,-0.0437,0.4195,1
0.8556,0.7382,0.9798,5,0.0469,133.0,264.4,6.42,-0.0374,0.6004,0
0.8234,0.6771,0.885,4,0.1492,194.5,298.4,2.27,0.1142,0.1672,0
0.8473,0.8003,0.9385,3,0.131,316.7,354.6,0.87,0.1946,0.3563,0
0.7489,0.6835,0.7044,2,0.1898,75.7,108.1,1.14,0.1914,0.5816,0
0.7444,0.7444,0.7432,1,0.5715,192.6,192.6,0.62,-0.0717,0.7226,0
0.7806,0.7806,0.7481,1,0.3055,259.1,259.1,5.0,0.1834,0.4854,1
0.7947,0.7012,0.6947,2,0.388,173.8,277.1,2.57,-0.065,0.4815,0
0.7643,0.6345,0.7002,3,0.0573,205.8,308.7,3.84,0.1113,0.3371,0
0.9155,0.8912,0.8884,3,0.0114,314.2,360.8,1.57,-0.0822,0.3625,0
0.704,0.704,0.7939,1,0.0937,141.4,141.4,2.03,0.1937,0.4649,0
0.8001,0.6534,0.8531,5,0.0805,31.0,102.0,3.25,0.2716,0.6757,0
0.8755,0.8755,0.9011,1,0.4095,299.9,299.9,7.13,0.205,0.0159,1
0.8941,0.8011,1.0,3,0.2334,17.6,141.5,1.8,0.0558,0.1613,1
0.836,0.77,0.7549,3,0.0898,26.1,124.1,1.97,0.2833,0.0174,1
0.9083,0.8165,0.9369,3,0.114,268.8,360.7,2.9,0.1733,0.4677,1
0.8666,0.7287,0.7849,3,0.3019,182.4,219.4,2.33,0.1782,0.075,0
0.7559,0.6219,0.7896,3,0.0152,179.7,278.2,3.36,-0.004,0.6664,0
0.757,0.5744,0.7318,5,0.0714,309.0,415.7,3.22,0.1083,0.3781,0
0.83,0.582,0.7856,5,0.3251,215.8,367.7,3.57,0.1356,0.1623,0
0.8331,0.6994,0.808,5,0.0279,293.9,394.1,2.83,0.0583,0.282,0
0.9466,0.9378,0.9753,3,0.1815,126.5,300.7,4.78,-0.1026,0.3598,1
0.7994,0.6383,0.7138,5,0.2416,59.4,181.4,0.98,-0.1665,0.8083,0
0.8348,0.8348,0.8032,1,0.1334,305.0,305.0,4.09,0.1353,0.4399,1
0.8487,0.7723,0.9426,2,0.0798,38.5,177.6,1.64,-0.0191,0.5295,0
0.7652,0.7652,0.774,1,0.098,62.1,62.1,4.93,-0.0796,0.3898,1
0.8191,0.6411,0.8377,5,0.4988,32.5,90.0,5.67,0.0016,0.5315,0
0.8897,0.7505,0.8091,4,0.4105,35.4,98.4,1.57,0.1219,0.5148,0
0.45,0.45,0.4518,1,0.0919,93.2,93.2,3.43,0.1302,0.6259,0
0.82,0.82,0.7953,1,0.0601,79.1,79.1,9.88,0.2166,0.4365,1
0.8929,0.838,0.8986,3,0.0438,53.4,118.8,7.82,0.1136,0.6617,1
0.86,0.86,0.8795,1,0.1646,188.0,188.0,3.7,0.0157,0.1139,0
0.7511,0.6624,0.73,2,0.1525,136.6,212.4,5.78,0.066,0.5123,0
0.8076,0.4698,0.8499,5,0.1002,160.6,268.7,3.16,0.103,0.1952,0
0.8979,0.8722,0.6862,4,0.0589,282.1,412.0,6.86,0.2179,0.1249,1
0.7627,0.7627,0.8255,1,0.0247,56.9,56.9,3.49,0.1501,0.0571,0
0.711,0.6497,0.6368,2,0.0929,133.2,286.7,0.71,0.2021,0.1945,0
0.7057,0.5605,0.7734,2,0.2734,22.5,112.5,4.64,-0.0424,0.2518,0
0.9133,0.9076,0.8864,2,0.0635,304.0,347.0,2.32,-0.0437,0.0503,0
0.8282,0.7601,0.8337,2,0.0845,149.3,233.9,7.29,0.1267,0.0312,0
0.8643,0.7832,0.8647,4,0.3646,310.8,396.2,0.33,0.1641,0.6787,0
0.8698,0.7407,0.78,5,0.094,243.3,293.9,1.11,0.1364,0.2597,0
0.7583,0.5955,0.7133,5,0.3566,231.9,378.8,1.98,0.1707,0.4958,0
0.836,0.7481,0.7458,5,0.0413,42.2,146.8,1.9,0.2755,0.9316,0
0.7993,0.6227,0.8871,5,0.018,78.2,82.7,1.25,-0.042,0.2597,0
0.7337,0.5754,0.6481,5,0.0817,272.9,300.9,5.75,0.0601,0.0259,0
0.9056,0.8518,0.9471,2,0.0697,111.3,137.5,1.72,-0.0502,0.0414,1
0.842,0.6493,0.8938,4,0.0409,201.7,224.1,1.85,0.0984,0.0492,0
0.9181,0.9181,0.8504,1,0.0809,315.1,315.1,2.84,-0.0142,0.5938,1
0.8727,0.6953,0.8458,3,0.4941,205.9,280.8,0.64,0.2925,0.5345,0
0.8999,0.8176,0.8356,5,0.2724,308.1,361.3,4.76,0.1243,0.5675,0
0.8683,0.7433,0.9874,5,0.0169,245.8,411.7,5.39,0.1714,0.3799,0
0.9619,0.9289,0.9306,2,0.3317,229.5,244.4,2.43,0.3449,0.2901,1
0.8798,0.7335,0.8728,5,0.0376,158.3,253.7,2.37,0.0152,0.0446,0
0.7615,0.6449,0.8186,2,0.0592,191.0,262.9,4.61,0.0986,0.3739,0
0.8885,0.8552,0.9893,4,0.0849,310.4,413.7,2.39,0.1763,0.063,0
0.6953,0.5706,0.6792,4,0.0882,231.4,341.3,0.95,-0.1036,0.1022,0
0.8235,0.7618,0.8753,3,0.2905,166.4,203.5,0.83,0.138,0.1912,1
0.9121,0.9121,0.8869,1,0.2877,175.6,175.6,9.72,0.1763,0.2103,1
0.7819,0.677,0.7264,3,0.026,20.9,35.7,4.42,0.29,0.2878,0
0.7511,0.7511,0.6932,1,0.0958,64.0,64.0,0.98,0.1833,0.0177,1
0.8884,0.8077,0.8636,5,0.1649,170.2,185.1,1.27,0.2081,0.4379,1
0.8814,0.8219,0.8531,3,0.3394,50.1,163.3,1.45,0.1566,0.0953,0
0.8583,0.7726,0.7623,5,0.0701,266.5,412.3,6.75,0.0973,0.1521,0
0.9232,0.8692,0.9663,2,0.0837,70.7,240.6,2.84,0.4415,0.033,1
0.8342,0.6955,0.8216,4,0.1717,261.6,371.5,4.12,0.0809,0.4563,0
0.9045,0.9045,0.8797,1,1.0,276.3,276.3,1.32,0.026,0.0661,1
0.9035,0.8493,0.9785,3,0.0642,138.2,211.3,4.49,0.3156,0.3657,0
0.9147,0.8678,1.0,3,0.3052,100.3,155.6,2.89,0.0697,0.6002,0
0.9878,0.9878,0.8867,1,0.0289,17.4,17.4,1.22,0.0294,0.07,0
0.8511,0.7684,0.8372,4,0.4482,55.6,227.8,3.44,0.1479,0.2001,1
0.681,0.5429,0.6475,2,0.0168,129.0,263.0,1.53,0.1919,0.6232,0
0.8608,0.8258,0.7428,3,0.0026,102.5,112.9,4.71,0.305,0.3867,1
0.7525,0.7525,0.749,1,0.1258,31.9,31.9,1.76,0.1769,0.301,0
0.7585,0.6403,0.8752,4,0.0602,210.0,247.8,3.71,0.1454,0.3224,0
0.8183,0.6332,0.85,3,0.0002,254.8,284.7,1.92,0.1806,0.7605,0
0.727,0.5345,0.6956,4,0.5682,214.9,358.3,5.59,0.2519,0.0817,0
0.8009,0.5124,0.8583,5,0.3502,37.9,160.5,7.24,0.1161,0.3602,0
0.8612,0.7225,0.8517,4,0.0409,117.3,200.1,1.5,-0.0263,0.6098,1
0.8555,0.5219,0.9175,5,0.1774,57.7,121.8,5.5,0.0848,0.007,0
0.7879,0.7769,0.7489,2,0.023,208.7,351.3,3.44,0.1891,0.7724,1
0.8469,0.8469,0.7722,1,0.2984,236.4,236.4,3.91,0.227,0.441,1
0.8137,0.7502,0.7493,2,0.1739,271.0,302.2,3.19,0.4878,0.1625,1
0.8806,0.8329,0.913,3,0.0476,234.0,362.5,2.59,0.118,0.4761,0
0.8227,0.7214,0.8722,4,0.2435,124.6,191.8,1.42,0.3669,0.3849,0
0.9369,0.9369,0.9377,1,0.0295,107.1,107.1,3.16,0.3554,0.1282,1
0.9318,0.9049,0.9086,2,0.1396,17.6,27.7,4.04,-0.0775,0.1591,1
0.7758,0.6796,0.7899,3,0.0271,168.6,225.9,2.57,0.1883,0.2528,0
0.7867,0.674,0.6809,3,0.0,295.9,313.7,6.01,0.0911,0.473,0
0.7926,0.6159,0.6824,5,0.2826,37.6,49.0,8.11,0.1302,0.5065,0
0.6356,0.6356,0.7237,1,0.097,110.7,110.7,5.0,0.0968,0.54,0
0.9082,0.9082,0.9333,1,0.1538,293.8,293.8,6.63,0.0849,0.0232,1
0.8322,0.6979,0.7342,3,0.1571,306.4,342.3,4.27,0.0971,0.0413,0
0.7119,0.458,0.7201,4,0.0055,164.0,267.0,7.72,0.1362,0.0128,0
0.8424,0.7541,0.8196,5,0.1063,124.6,273.7,2.67,0.0156,0.1985,0
0.7924,0.6488,0.8401,3,0.0615,236.4,376.1,1.28,0.1344,0.2418,0
0.6687,0.4638,0.6857,3,0.2117,260.5,427.4,1.68,-0.089,0.5686,0
0.8499,0.7884,0.8699,4,0.0463,254.3,331.0,1.06,0.1189,0.2664,0
0.7932,0.6581,0.6483,2,0.019,29.3,78.8,8.2,0.1004,0.0766,1
0.8274,0.7392,0.7786,5,0.044,312.1,321.4,4.94,0.0957,0.2649,0
0.7249,0.554,0.773,2,0.0266,203.0,342.6,2.87,0.1714,0.1876,0
0.753,0.6047,0.7867,5,0.0642,225.4,365.0,3.39,0.0739,0.0944,0
0.7476,0.7196,0.7083,2,0.1724,37.3,182.1,1.5,0.1291,0.4503,1
0.8738,0.79,0.8394,3,0.1313,141.7,233.3,0.88,0.0624,0.4254,0
0.838,0.6825,0.7557,5,0.3704,163.3,242.6,3.63,0.2294,0.0794,0
0.8525,0.7581,0.88,3,0.1671,209.2,267.1,0.7,0.0876,0.0585,1
0.9242,0.857,0.931,4,0.175,190.2,277.5,2.99,0.0395,0.243,0
0.8786,0.7789,0.8351,2,0.0161,199.5,357.6,1.53,0.092,0.1515,0
0.8499,0.7606,0.7705,4,0.3136,252.0,413.4,2.74,0.0038,0.4702,0
0.9194,0.8874,0.881,3,0.0428,222.7,254.9,3.41,0.2723,0.3952,1
0.7147,0.6703,0.6507,2,0.1359,193.6,220.5,0.81,-0.0001,0.2961,0
0.9354,0.9185,0.9664,2,0.06,185.5,218.5,4.88,-0.0353,0.2656,1
0.8283,0.7228,0.7582,3,0.0184,70.9,148.3,2.24,-0.0578,0.1486,1
0.9548,0.9271,1.0,3,0.5577,230.5,240.4,3.69,0.1732,0.6524,1
0.8614,0.7423,0.8421,2,0.0117,30.7,155.8,1.39,0.1549,0.096,1
0.9161,0.7917,0.9913,4,0.2953,247.2,251.3,7.14,0.0449,0.82,1
0.7947,0.5489,0.7535,4,0.127,185.1,350.6,2.47,0.1321,0.4062,0
0.8394,0.8394,0.807,1,0.3167,159.7,159.7,2.09,0.0474,0.4449,1
0.8862,0.7997,0.9176,5,0.0385,200.5,250.7,5.07,0.1699,0.1392,1
0.8905,0.7678,0.9295,5,0.0969,118.3,277.5,1.0,0.0505,0.6311,0
0.8064,0.7993,0.8449,2,0.1506,300.7,368.7,3.36,0.0612,0.0646,0
0.8152,0.8152,0.7911,1,0.2191,260.5,260.5,3.19,-0.086,0.1336,0
0.8692,0.7987,0.8836,3,0.3429,132.9,306.4,10.43,0.0103,0.1183,1
0.7789,0.7609,0.7502,2,0.218,194.7,294.2,0.2,0.059,0.6025,0
0.8549,0.7198,0.876,4,0.3264,289.7,388.8,6.41,-0.0132,0.3514,0
0.6374,0.5188,0.6312,5,0.0261,85.2,220.4,6.07,0.0889,0.3295,0
0.8296,0.7691,0.9343,2,0.4266,306.8,411.3,2.72,0.0135,0.4591,0
0.7885,0.6867,0.8325,2,0.3148,195.6,312.2,0.56,0.0589,0.8047,0
0.8093,0.5825,0.9045,5,0.1241,104.5,233.6,1.77,0.0369,0.0007,0
0.9937,0.9937,1.0,1,0.051,167.7,167.7,2.61,-0.0002,0.657,1
0.8798,0.8798,0.9115,1,0.0762,163.7,163.7,2.5,0.1301,0.1117,1
0.8915,0.7907,0.8392,4,0.0791,101.8,274.9,7.31,0.2893,0.5064,1
0.8935,0.8229,0.9066,3,0.0747,138.1,243.6,1.92,0.2549,0.5465,1
0.7095,0.5623,0.7747,5,0.0574,114.5,149.7,1.02,0.2918,0.0825,0
0.8206,0.64,0.7706,5,0.0171,35.0,196.6,4.27,0.0595,0.2878,0
0.9363,0.9363,0.9644,1,0.0417,153.6,153.6,0.73,-0.0382,0.4719,0
0.8145,0.4551,0.8068,5,0.0126,38.6,163.3,0.73,-0.0417,0.4055,0
0.8092,0.6826,0.7629,4,0.1679,127.0,142.9,1.11,0.0671,0.2505,0
0.8846,0.7859,0.9907,4,0.5637,100.4,193.9,6.54,-0.116,0.635,1
0.8144,0.7511,0.7547,2,0.0941,285.1,339.4,0.88,0.0846,0.1357,0
0.8846,0.7717,0.7823,4,0.0473,88.8,178.6,2.16,0.2276,0.1656,1
0.8407,0.7455,0.7737,2,0.1433,146.5,183.2,0.65,-0.0687,0.0341,1
0.8726,0.6503,0.7924,4,0.174,279.0,454.0,2.34,-0.0961,0.0249,0
0.8555,0.794,0.843,3,0.139,43.0,43.7,0.88,0.1645,0.4268,1
0.8465,0.635,0.7905,5,0.3137,38.3,111.3,0.3,0.2298,0.2387,0
0.9101,0.8703,0.8269,2,1.0,142.3,196.5,3.2,0.0611,0.2199,1
0.8518,0.8518,0.7881,1,0.2,169.6,169.6,0.61,0.0529,0.0678,1
0.8435,0.8003,0.8409,4,0.0069,145.2,238.8,5.06,0.1766,0.001,0
0.8055,0.6373,0.6827,5,0.5753,191.7,268.1,8.43,0.0999,0.3469,0
0.9152,0.8184,0.9139,5,0.2734,119.2,236.0,1.53,0.1153,0.7496,1
0.7835,0.7526,0.8635,5,0.0432,220.4,330.4,3.2,0.0204,0.4174,0
0.8439,0.6634,0.8195,3,0.0244,79.2,183.6,5.27,-0.0216,0.1985,0
0.8589,0.774,0.8594,2,0.0586,127.2,287.8,0.64,0.2152,0.5886,0
0.8017,0.6379,0.8364,5,0.0433,136.4,312.3,1.31,0.1327,0.6077,0
0.7734,0.6957,0.663,4,0.2683,257.4,377.6,9.53,-0.225,0.0904,0
0.784,0.7755,0.7961,2,0.1223,288.2,468.0,0.94,0.0324,0.4499,0
0.9203,0.9154,0.9231,2,0.2462,78.4,166.4,3.46,-0.0325,0.409,1
0.7928,0.7928,0.8603,1,0.0633,88.3,88.3,1.56,0.1196,0.4514,1
0.9088,0.8884,0.8696,3,0.3092,203.2,296.5,1.04,0.0434,0.1079,0
0.8963,0.8963,0.9747,1,0.1191,81.4,81.4,3.56,0.2151,0.7167,1
0.8403,0.761,0.8985,3,0.2611,31.2,53.1,1.77,0.1034,0.4521,1
0.8968,0.8741,0.9767,2,0.3336,257.2,315.8,2.09,-0.0872,0.7439,1
0.8496,0.731,1.0,5,0.133,133.1,154.0,7.73,0.1713,0.4442,1
0.8595,0.8595,0.91,1,0.0181,239.0,239.0,4.78,0.0805,0.2461,1
0.8805,0.7281,0.8265,3,0.1746,161.5,296.6,5.7,0.1345,0.2855,1
0.8109,0.7705,0.799,4,0.2051,36.5,51.1,3.51,0.1287,0.7597,1
0.8166,0.8031,0.7089,3,0.2617,56.6,72.0,2.83,0.0783,0.4212,0
0.7992,0.5675,0.8403,3,0.0554,36.4,113.5,1.31,0.0644,0.273,1
0.847,0.7892,0.7577,3,0.1485,220.5,260.7,3.34,-0.0454,0.7088,1
0.807,0.746,0.758,2,0.5775,142.4,226.8,0.54,0.3024,0.0841,1
0.9085,0.8181,0.9194,4,0.246,118.5,243.3,1.81,0.1234,0.9089,1
0.8628,0.7836,0.9581,5,0.0983,46.6,111.9,3.58,0.1887,0.5742,1
0.8227,0.6565,0.8393,2,0.0172,283.4,427.4,2.61,0.088,0.2577,0
0.9358,0.8579,0.8606,4,0.1436,18.7,51.5,2.22,-0.0725,0.4405,0
0.8671,0.6803,0.8208,5,0.3327,175.9,213.2,3.66,0.146,0.4339,0
0.8734,0.8534,0.8259,2,0.005,213.4,373.5,0.4,0.1344,0.2666,0
0.9026,0.7966,0.9345,5,0.3647,55.6,201.0,0.63,0.0059,0.1321,1
0.9789,0.9789,0.9618,1,0.0505,225.1,225.1,3.69,0.179,0.0483,1
0.7795,0.5251,0.7418,4,0.0296,285.2,389.0,2.06,0.1142,0.174,0
0.954,0.9175,0.9245,3,0.0326,18.5,136.5,4.32,0.2837,0.3303,1
0.737,0.737,0.7863,1,0.0187,146.6,146.6,2.83,0.1619,0.5818,0
0.7974,0.7841,0.81,3,0.0597,122.3,300.5,9.16,0.1603,0.7706,1
0.9102,0.9102,0.9821,1,0.6056,209.1,209.1,0.59,0.2288,0.2899,1
0.8343,0.7522,0.8732,5,0.0142,257.3,357.5,9.5,0.2282,0.418,0
0.8171,0.7048,0.7407,4,0.0912,141.7,302.7,3.34,0.1799,0.1942,0
0.9556,0.9504,1.0,3,0.3664,142.1,302.6,2.56,0.1401,0.1314,1
0.8271,0.7228,0.8162,5,0.05,227.8,348.4,2.85,-0.0867,0.225,0
0.8804,0.8292,0.8668,2,0.0237,22.7,197.8,1.03,0.3372,0.3851,1
0.6922,0.5002,0.7057,2,0.0928,192.2,344.1,2.61,0.008,0.0709,0
0.8693,0.8045,0.9133,2,0.0872,234.4,316.8,3.03,0.1555,0.2764,1
0.8554,0.7532,0.8512,2,0.3769,117.4,245.3,3.59,0.1393,0.5165,1
0.7571,0.6154,0.7052,3,1.0,104.4,233.4,2.53,0.0983,0.2438,1
0.8578,0.8139,0.7903,5,0.1207,178.3,255.2,1.73,0.3636,0.5445,0
0.8811,0.8356,0.8649,3,0.007,67.4,229.7,1.05,0.1692,0.5286,0
0.7762,0.6514,0.7631,4,0.2248,88.9,219.4,4.37,0.0795,0.6082,1
0.8921,0.8507,0.8503,2,0.4028,184.8,351.1,1.58,-0.0829,0.5513,0
0.89,0.7753,0.9349,3,0.078,159.9,208.0,3.83,0.0359,0.5457,0
0.7568,0.583,0.7262,3,0.1478,33.9,105.0,1.55,0.1582,0.5059,1
0.6486,0.5715,0.6927,2,0.0561,73.1,217.5,3.04,-0.0003,0.0574,0
0.7476,0.5581,0.7307,4,0.062,200.3,220.6,5.74,-0.1051,0.0538,0
0.9237,0.8662,0.8694,4,0.0165,131.9,182.6,0.51,0.2044,0.4078,0
0.7886,0.7886,0.7446,1,0.014,205.7,205.7,1.99,0.1749,0.9318,0
0.8337,0.7205,0.8278,5,0.0119,66.1,140.2,0.8,0.4832,0.7142,1
0.7568,0.5722,0.7499,4,0.1917,52.9,170.6,5.05,0.0875,0.9026,0
0.8528,0.7483,0.8352,4,0.156,285.5,291.7,3.96,0.2066,0.2055,1
0.7733,0.45,0.7146,5,0.0673,101.1,277.2,1.8,0.29,0.7088,1
0.8384,0.7238,0.8819,3,0.7306,192.0,302.1,2.48,0.0499,0.5007,0
0.8559,0.661,0.7841,3,0.4543,63.0,116.7,4.48,-0.0664,0.3217,1
0.9807,0.9807,0.9539,1,0.9502,125.2,125.2,4.32,-0.0116,0.5636,1
0.8564,0.7435,0.76,2,0.1179,187.1,243.1,2.91,-0.0649,0.6111,0
0.8968,0.8065,0.9296,5,0.2357,19.1,159.1,1.92,0.2419,0.337,1
0.897,0.7954,0.872,5,0.1515,267.6,408.6,11.88,0.0218,0.0995,0
0.7868,0.5955,0.721,2,0.0524,106.9,228.2,3.51,0.0936,0.2818,1
0.7015,0.5439,0.6652,2,0.0477,273.4,362.6,1.23,0.288,0.3775,0
0.7183,0.6211,0.8159,5,0.0157,152.8,214.5,4.75,0.224,0.4964,0
0.9081,0.9026,0.9169,2,1.0,138.3,191.3,1.22,0.1263,0.418,1
0.88,0.8258,0.9446,2,0.03,240.0,266.5,8.55,0.3097,0.0913,1
0.7618,0.6627,0.7145,2,0.0372,60.4,154.5,7.91,0.1548,0.0494,1
0.881,0.8236,0.8047,3,0.0702,243.9,335.8,1.71,-0.08,0.2555,0
0.8787,0.796,0.9735,3,0.0319,243.0,405.5,2.78,-0.0607,0.6572,0
0.9108,0.9108,0.9339,1,0.0126,310.2,310.2,4.36,0.1553,0.1179,1
0.8934,0.7899,0.8606,5,0.0392,174.4,348.2,0.86,0.1543,0.4273,1
0.7086,0.4765,0.7501,3,0.0684,106.1,271.7,5.19,-0.0281,0.0852,0
0.8294,0.7151,0.8248,4,0.0233,275.7,301.2,2.78,0.08,0.202,0
0.9053,0.7493,0.9772,5,1.0,297.3,334.7,5.59,-0.0177,0.0488,1
0.5866,0.5866,0.5963,1,0.0409,113.7,113.7,3.2,0.1316,0.7292,0
0.8144,0.7995,0.8373,2,0.0259,156.7,326.6,1.86,0.2327,0.0942,0
0.9937,0.9937,0.8744,1,0.6953,243.0,243.0,0.64,0.0933,0.3395,1
0.6759,0.45,0.6758,2,0.1186,149.9,180.2,5.12,0.0687,0.1647,0
0.805,0.5999,0.8743,5,0.0172,196.3,268.2,1.94,0.131,0.0516,0
0.8554,0.8375,0.8773,2,0.3328,111.6,250.5,1.61,0.0487,0.2137,0
0.822,0.7642,0.8318,4,0.0025,85.5,93.2,2.34,0.2072,0.2337,1
0.8471,0.7833,0.8928,5,0.3331,63.0,85.5,1.07,0.1374,0.2787,0
0.8523,0.7132,0.7341,3,0.2262,227.2,254.9,3.87,0.1052,0.5179,1
0.8396,0.6057,0.8418,5,0.3739,318.7,438.9,3.24,0.1728,0.6927,0
0.8926,0.876,0.745,2,0.1153,78.1,88.6,5.14,0.0598,0.2778,0
0.9385,0.904,0.9784,3,0.1473,84.1,228.3,1.73,0.0991,0.3022,0
0.7683,0.5422,0.8659,5,0.083,231.9,353.8,1.32,0.3759,0.1632,0
0.9295,0.8731,0.9262,4,0.2092,87.8,173.7,0.87,0.0021,0.289,0
0.9024,0.7809,0.9042,5,0.0778,148.3,256.0,6.64,0.1448,0.0353,0
0.8034,0.6356,0.8358,4,0.6428,215.0,220.5,2.91,0.1513,0.2476,0
0.8466,0.7651,0.8617,3,0.0983,98.3,184.0,2.37,0.0299,0.5488,0
0.8431,0.7122,0.8105,3,0.1953,126.6,291.1,2.4,0.0961,0.7422,0
0.7794,0.5928,0.7218,2,0.6566,180.8,320.7,9.04,0.3732,0.5261,0
0.9392,0.9017,1.0,5,0.2761,294.3,451.6,1.17,0.227,0.2105,0
0.8146,0.6948,0.8493,3,0.1013,311.8,314.4,6.08,-0.2934,0.5404,0
0.8342,0.6231,0.8322,3,0.3059,240.4,282.7,9.39,0.1851,0.2023,0
0.7578,0.6899,0.7491,3,0.4074,233.7,357.5,4.69,0.3062,0.2875,0
0.9349,0.8471,0.9242,5,0.306,144.1,210.9,4.72,0.0833,0.1505,0
0.9361,0.9361,0.8189,1,0.1628,155.2,155.2,2.73,0.0703,0.8113,1
0.8526,0.733,0.8634,4,0.1827,189.8,206.7,4.99,0.0695,0.6759,1
0.9027,0.9027,0.9028,1,0.2906,299.6,299.6,3.7,0.2396,0.1009,1
0.9413,0.9413,0.836,1,0.0876,29.8,29.8,2.53,0.0606,0.0764,1
0.8678,0.6862,0.9456,4,0.0869,15.4,32.3,3.71,-0.0847,0.3125,1
0.9495,0.9395,1.0,2,0.1551,28.6,167.9,2.17,0.3452,0.6695,1
0.8139,0.5299,0.838,5,0.5777,54.8,90.9,3.95,0.1886,0.2994,0
0.8684,0.7901,0.9147,3,0.0804,230.0,389.1,3.27,0.1392,0.038,1
0.7928,0.7417,0.7845,3,0.3758,200.3,310.5,2.11,-0.0057,0.7571,0
0.7247,0.7071,0.6814,3,0.191,256.5,432.4,5.7,0.2013,0.4105,1
0.838,0.7154,0.8185,4,0.0345,97.1,274.3,0.68,-0.1815,0.2693,1
0.884,0.7686,0.9113,4,0.0293,99.5,193.6,0.53,0.2953,0.1154,1
0.9217,0.9217,0.9978,1,0.2224,103.0,103.0,6.07,-0.0314,0.0341,1
0.8516,0.8516,0.8039,1,0.0478,28.9,28.9,1.61,0.0581,0.2507,0
0.8841,0.7582,0.8715,5,0.0671,256.1,348.3,2.5,0.1048,0.2399,0
0.777,0.7164,0.7353,2,0.2144,234.8,305.7,4.52,0.0462,0.3295,0
0.8397,0.7818,0.8097,3,0.0893,120.1,215.5,5.78,0.3816,0.4572,1
0.8619,0.7144,0.9307,5,0.9831,203.1,294.4,2.31,-0.0226,0.621,0
0.7518,0.5859,0.7596,4,0.0534,112.5,162.4,1.89,0.0041,0.4926,0
0.7958,0.5722,0.8764,5,0.2176,101.3,113.8,9.34,0.1057,0.3057,0
0.9709,0.9709,0.9785,1,0.1262,173.9,173.9,0.66,-0.0072,0.1387,0
0.879,0.879,0.9333,1,0.1565,195.9,195.9,7.0,0.0307,0.2118,1
0.9644,0.9644,0.9835,1,0.6968,241.9,241.9,5.66,0.0042,0.0678,1
0.8701,0.7382,0.9994,4,0.074,248.7,250.5,2.76,0.2586,0.3098,0
0.7334,0.6772,0.7669,2,0.2356,268.7,341.2,4.16,0.2152,0.145,0
0.8837,0.8394,0.9368,4,0.2762,141.5,195.3,0.99,0.3337,0.3951,0
0.8295,0.7764,0.9372,2,0.2443,146.1,282.7,0.89,0.0252,0.5632,0
0.8946,0.8233,0.8314,4,0.2573,287.4,396.3,2.38,0.2057,0.4267,1
0.7645,0.6838,0.8005,2,0.0453,107.6,261.9,7.32,0.1597,0.1421,0
0.7905,0.5689,0.6863,4,0.2108,194.3,353.6,1.42,0.0099,0.8716,0
0.82,0.6764,0.7467,3,0.4101,187.1,341.7,8.82,0.273,0.2124,1
0.7811,0.5715,0.8329,5,0.0484,59.8,198.2,2.16,0.2876,0.2261,0
0.959,0.959,0.9541,1,0.3471,241.9,241.9,3.76,0.169,0.055,1
0.8206,0.6546,0.7689,4,0.0423,254.8,265.3,4.18,0.0573,0.2231,0
0.9194,0.9,0.9776,2,0.2229,270.0,308.5,7.99,0.1768,0.5818,1
0.8185,0.8185,0.8438,1,0.0293,218.7,218.7,4.17,0.1124,0.0652,1
0.8128,0.6571,0.7809,4,0.0884,301.0,317.9,2.68,-0.0208,0.7157,0
0.8058,0.8018,0.7682,2,0.2862,250.9,251.0,2.95,0.1473,0.4131,1
0.8536,0.676,0.8081,4,0.0388,192.4,214.0,2.87,0.2184,0.3264,1
0.7582,0.6557,0.6952,2,0.0477,244.0,256.1,1.11,0.109,0.1785,0
0.7308,0.6712,0.8105,2,0.0665,171.1,333.2,6.4,0.3068,0.1959,0
0.8586,0.7596,0.7859,3,0.1823,200.4,259.2,1.86,0.0013,0.1424,0
